symbol,companyName,sector,industry,exchangeMarket
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services,NASDAQ
MDCA,MDC Partners Inc.,Technology,Advertising,NASDAQ
MFIN,Medallion Financial Corp.,Finance,Finance: Consumer Services,NASDAQ
MFINL,Medallion Financial Corp.,Finance,Finance: Consumer Services,NASDAQ
MTBC,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software,NASDAQ
MTBCP,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software,NASDAQ
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MDSO,"Medidata Solutions, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
MDGS,Medigus Ltd.,Health Care,Medical/Dental Instruments,NASDAQ
MDVN,"Medivation, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MDWD,MediWound Ltd.,Consumer Durables,Specialty Chemicals,NASDAQ
MDVX,Medovex Corp.,Health Care,Medical/Dental Instruments,NASDAQ
MDVXW,Medovex Corp.,Health Care,Medical/Dental Instruments,NASDAQ
MEDP,"Medpace Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
MEET,"MeetMe, Inc.",Consumer Services,Advertising,NASDAQ
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MPEL,Melco Crown Entertainment Limited,Consumer Services,Hotels/Resorts,NASDAQ
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors,NASDAQ
MELR,"Melrose Bancorp, Inc.",Finance,Major Banks,NASDAQ
MEMP,Memorial Production Partners LP,Energy,Oil & Gas Production,NASDAQ
MRD,Memorial Resource Development Corp.,Energy,Oil & Gas Production,NASDAQ
MENT,Mentor Graphics Corporation,Technology,EDP Services,NASDAQ
MTSL,MER Telemanagement Solutions Ltd.,Public Utilities,Telecommunications Equipment,NASDAQ
MELI,"MercadoLibre, Inc.",Miscellaneous,Business Services,NASDAQ
MBWM,Mercantile Bank Corporation,Finance,Major Banks,NASDAQ
MERC,Mercer International Inc.,Basic Industries,Paper,NASDAQ
MBVT,"Merchants Bancshares, Inc.",Finance,Major Banks,NASDAQ
MRCY,Mercury Systems Inc,Capital Goods,Electrical Products,NASDAQ
EBSB,"Meridian Bancorp, Inc.",Finance,Major Banks,NASDAQ
VIVO,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MSLI,Merus Labs International Inc.,Health Care,Major Pharmaceuticals,NASDAQ
MRUS,Merus N.V.,Health Care,Major Pharmaceuticals,NASDAQ
MLAB,"Mesa Laboratories, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
MESO,Mesoblast Limited,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CASH,"Meta Financial Group, Inc.",Finance,Savings Institutions,NASDAQ
MBLX,"Metabolix, Inc.",Basic Industries,Containers/Packaging,NASDAQ
MEOH,Methanex Corporation,Basic Industries,Major Chemicals,NASDAQ
MFRI,"MFRI, Inc.",Capital Goods,Pollution Control Equipment,NASDAQ
MGCD,MGC Diagnostics Corporation,Health Care,Medical/Dental Instruments,NASDAQ
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central,NASDAQ
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,NASDAQ
MU,"Micron Technology, Inc.",Technology,Semiconductors,NASDAQ
MICT,"Micronet Enertec Technologies, Inc.",Capital Goods,Electrical Products,NASDAQ
MICTW,"Micronet Enertec Technologies, Inc.",Capital Goods,Electrical Products,NASDAQ
MSCC,Microsemi Corporation,Technology,Semiconductors,NASDAQ
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software,NASDAQ
MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
MPB,Mid Penn Bancorp,Finance,Major Banks,NASDAQ
MTP,Midatech Pharma PLC,Health Care,Major Pharmaceuticals,NASDAQ
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production,NASDAQ
MBRG,Middleburg Financial Corporation,Finance,Major Banks,NASDAQ
MBCN,Middlefield Banc Corp.,Finance,Major Banks,NASDAQ
MSEX,Middlesex Water Company,Public Utilities,Water Supply,NASDAQ
MSBI,"Midland States Bancorp, Inc.",Finance,Major Banks,NASDAQ
MOFG,"MidWestOne Financial Group, Inc.",Finance,Major Banks,NASDAQ
MIME,Mimecast Limited,Technology,Computer Software: Prepackaged Software,NASDAQ
MDXG,"MiMedx Group, Inc",Health Care,Medical/Dental Instruments,NASDAQ
MNDO,MIND C.T.I. Ltd.,Technology,EDP Services,NASDAQ
MB,"MINDBODY, Inc.",Technology,EDP Services,NASDAQ
NERV,"Minerva Neurosciences, Inc",Health Care,Major Pharmaceuticals,NASDAQ
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MIRN,"Mirna Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MSON,"MISONIX, Inc.",Capital Goods,Medical Specialities,NASDAQ
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services,NASDAQ
MINDP,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services,NASDAQ
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment,NASDAQ
MITL,Mitel Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
MMAC,"MMA Capital Management, LLC",Finance,Real Estate,NASDAQ
MINI,"Mobile Mini, Inc.",Capital Goods,Metal Fabrications,NASDAQ
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
MOCO,"MOCON, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
MDSY,ModSys International Ltd.,Technology,EDP Services,NASDAQ
MLNK,"ModusLink Global Solutions, Inc",Miscellaneous,Business Services,NASDAQ
MBRX,"Moleculin Biotech, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
MOMO,Momo Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts,NASDAQ
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
MGI,"Moneygram International, Inc.",Miscellaneous,Business Services,NASDAQ
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,NASDAQ
TYPE,Monotype Imaging Holdings Inc.,Technology,EDP Services,NASDAQ
MNRO,"Monro Muffler Brake, Inc.",Consumer Services,Automotive Aftermarket,NASDAQ
MRCC,Monroe Capital Corporation,null,null,NASDAQ
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
MSDI,"Monster Digital, Inc.",Technology,Electronic Components,NASDAQ
MSDIW,"Monster Digital, Inc.",Technology,Electronic Components,NASDAQ
MHGC,Morgans Hotel Group Co.,Consumer Services,Hotels/Resorts,NASDAQ
MORN,"Morningstar, Inc.",Finance,Investment Managers,NASDAQ
MOSY,"MoSys, Inc.",Technology,Semiconductors,NASDAQ
MTFB,Motif Bio plc,null,null,NASDAQ
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.,NASDAQ
MDM,Mountain Province Diamonds Inc.,Basic Industries,Precious Metals,NASDAQ
MRVC,"MRV Communications, Inc.",Technology,Semiconductors,NASDAQ
MSBF,MSB Financial Corp.,Finance,Savings Institutions,NASDAQ
MSG,MSG Networks Inc.,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
MTSC,MTS Systems Corporation,Capital Goods,Industrial Machinery/Components,NASDAQ
LABL,Multi-Color Corporation,Miscellaneous,Publishing,NASDAQ
MFSF,MutualFirst Financial Inc.,Finance,Major Banks,NASDAQ
MYSZ,"My Size, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
MYL,Mylan N.V.,Health Care,Major Pharmaceuticals,NASDAQ
MYOK,"MyoKardia, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MYOS,MYOS RENS Technology Inc.,Health Care,Major Pharmaceuticals,NASDAQ
MYRG,"MYR Group, Inc.",Basic Industries,Water Supply,NASDAQ
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
NBRV,Nabriva Therapeutics AG,Health Care,Major Pharmaceuticals,NASDAQ
NAKD,Naked Brand Group Inc.,Consumer Non-Durables,Apparel,NASDAQ
NNDM,Nano Dimension Ltd.,Technology,Electrical Products,NASDAQ
NANO,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components,NASDAQ
NSTG,"NanoString Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NH,"NantHealth, Inc.",Technology,EDP Services,NASDAQ
NK,"NantKwest, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NSSC,"NAPCO Security Technologies, Inc.",Consumer Durables,Telecommunications Equipment,NASDAQ
NDAQ,"Nasdaq, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
NTRA,"Natera, Inc.",Health Care,Medical Specialities,NASDAQ
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,Restaurants,NASDAQ
NAUH,"National American University Holdings, Inc.",Consumer Services,Other Consumer Services,NASDAQ
NKSH,"National Bankshares, Inc.",Finance,Major Banks,NASDAQ
FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising,NASDAQ
NCOM,National Commerce Corporation,Finance,Major Banks,NASDAQ
NGHC,National General Holdings Corp,Finance,Property-Casualty Insurers,NASDAQ
NGHCN,National General Holdings Corp,Finance,Property-Casualty Insurers,NASDAQ
NGHCO,National General Holdings Corp,Finance,Property-Casualty Insurers,NASDAQ
NGHCP,National General Holdings Corp,Finance,Property-Casualty Insurers,NASDAQ
NGHCZ,National General Holdings Corp,Finance,Property-Casualty Insurers,NASDAQ
NHLD,National Holdings Corporation,Finance,Investment Bankers/Brokers/Service,NASDAQ
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ
NATL,National Interstate Corporation,Finance,Property-Casualty Insurers,NASDAQ
NRCIA,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
NRCIB,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
NSEC,"National Security Group, Inc.",Finance,Life Insurance,NASDAQ
NWLI,"National Western Life Group, Inc.",Finance,Life Insurance,NASDAQ
NAII,"Natural Alternatives International, Inc.",Consumer Durables,Specialty Chemicals,NASDAQ
NHTC,Natural Health Trends Corp.,Consumer Durables,Consumer Specialties,NASDAQ
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
BABY,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service,NASDAQ
NBTB,NBT Bancorp Inc.,Finance,Major Banks,NASDAQ
NCIT,"NCI, Inc.",Technology,EDP Services,NASDAQ
NKTR,Nektar Therapeutics,Health Care,Major Pharmaceuticals,NASDAQ
NEOG,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments,NASDAQ
NEON,Neonode Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ
NEOS,"Neos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
NEOT,"Neothetics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
NVCN,Neovasc Inc.,Health Care,Medical/Dental Instruments,NASDAQ
NEPT,Neptune Technologies & Bioresources Inc,Health Care,Major Pharmaceuticals,NASDAQ
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
NETE,"Net Element, Inc.",Technology,EDP Services,NASDAQ
NTAP,"NetApp, Inc.",Technology,Electronic Components,NASDAQ
NTES,"NetEase, Inc.",Miscellaneous,Business Services,NASDAQ
NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains,NASDAQ
NTGR,"NETGEAR, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
NLST,"Netlist, Inc.",Technology,Semiconductors,NASDAQ
NTCT,"NetScout Systems, Inc.",Technology,EDP Services,NASDAQ
NTWK,NetSol Technologies Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
CUR,"Neuralstem, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NDRM,NeuroDerm Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
NURO,"NeuroMetrix, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
NUROW,"NeuroMetrix, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
NYMT,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
NYMTO,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
NYMTP,"New York Mortgage Trust, Inc.",Finance,Finance: Consumer Services,NASDAQ
NLNK,NewLink Genetics Corporation,Health Care,Major Pharmaceuticals,NASDAQ
NWS,News Corporation,Consumer Services,Newspapers/Magazines,NASDAQ
NWSA,News Corporation,Consumer Services,Newspapers/Magazines,NASDAQ
NEWS,"NewStar Financial, Inc.",Finance,Finance: Consumer Services,NASDAQ
NEWT,Newtek Business Services Corp.,null,null,NASDAQ
NEWTL,Newtek Business Services Corp.,null,null,NASDAQ
NEWTZ,Newtek Business Services Corp.,null,null,NASDAQ
NXEO,"Nexeo Solutions, Inc.",Basic Industries,Major Chemicals,NASDAQ
NXEOU,"Nexeo Solutions, Inc.",Basic Industries,Major Chemicals,NASDAQ
NXEOW,"Nexeo Solutions, Inc.",Basic Industries,Major Chemicals,NASDAQ
NXST,"Nexstar Broadcasting Group, Inc.",Consumer Services,Broadcasting,NASDAQ
NVET,Nexvet Biopharma plc,Health Care,Major Pharmaceuticals,NASDAQ
NFEC,NF Energy Saving Corporation,Capital Goods,Metal Fabrications,NASDAQ
EGOV,NIC Inc.,Miscellaneous,Business Services,NASDAQ
NICE,NICE Ltd,Technology,Computer Manufacturing,NASDAQ
NICK,"Nicholas Financial, Inc.",Finance,Finance Companies,NASDAQ
NCBS,Nicolet Bankshares Inc.,Finance,Major Banks,NASDAQ
NIHD,"NII Holdings, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
NVLS,"Nivalis Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
NMIH,NMI Holdings Inc,Finance,Property-Casualty Insurers,NASDAQ
NNBR,"NN, Inc.",Capital Goods,Metal Fabrications,NASDAQ
NDLS,Noodles & Company,Consumer Services,Restaurants,NASDAQ
NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components,NASDAQ
NSYS,Nortech Systems Incorporated,Capital Goods,Industrial Machinery/Components,NASDAQ
NTK,Nortek Inc.,Consumer Durables,Home Furnishings,NASDAQ
NBN,Northeast Bancorp,Finance,Major Banks,NASDAQ
NTIC,Northern Technologies International Corporation,Capital Goods,Industrial Specialties,NASDAQ
NTRS,Northern Trust Corporation,Finance,Major Banks,NASDAQ
NTRSP,Northern Trust Corporation,Finance,Major Banks,NASDAQ
NFBK,"Northfield Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
NRIM,Northrim BanCorp Inc,Finance,Savings Institutions,NASDAQ
NWBI,"Northwest Bancshares, Inc.",Finance,Major Banks,NASDAQ
NWBO,"Northwest Biotherapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
NWBOW,"Northwest Biotherapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
NWPX,Northwest Pipe Company,Basic Industries,Steel/Iron Ore,NASDAQ
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation,NASDAQ
NWFL,Norwood Financial Corp.,Finance,Major Banks,NASDAQ
NVFY,"Nova Lifestyle, Inc",Consumer Durables,Home Furnishings,NASDAQ
NVMI,Nova Measuring Instruments Ltd.,Capital Goods,Electronic Components,NASDAQ
NVDQ,Novadaq Technologies Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
NOVT,Novanta Inc.,Miscellaneous,Industrial Machinery/Components,NASDAQ
MIFI,"Novatel Wireless, Inc.",Consumer Durables,Telecommunications Equipment,NASDAQ
NVAX,"Novavax, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
NVCR,NovoCure Limited,Health Care,Medical/Dental Instruments,NASDAQ
NVGN,Novogen Limited,Health Care,Major Pharmaceuticals,NASDAQ
NUAN,"Nuance Communications, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
NMRX,Numerex Corp.,Consumer Durables,Telecommunications Equipment,NASDAQ
NUTR,Nutraceutical International Corporation,Consumer Durables,Specialty Chemicals,NASDAQ
NTRI,NutriSystem Inc,Consumer Services,Catalog/Specialty Distribution,NASDAQ
NUVA,"NuVasive, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
NVTR,Nuvectra Corporation,Health Care,Medical/Dental Instruments,NASDAQ
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,null,null,NASDAQ
NVEE,"NV5 Global, Inc.",Consumer Services,Other Consumer Services,NASDAQ
NVEC,NVE Corporation,Technology,Semiconductors,NASDAQ
NVDA,NVIDIA Corporation,Technology,Semiconductors,NASDAQ
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,NASDAQ
NXTM,"NxStage Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
NXTD,NXT-ID Inc.,Consumer Services,Diversified Commercial Services,NASDAQ
NXTDW,NXT-ID Inc.,Consumer Services,Diversified Commercial Services,NASDAQ
NYMX,Nymox Pharmaceutical Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
OIIM,O2Micro International Limited,Technology,Semiconductors,NASDAQ
OVLY,Oak Valley Bancorp (CA),Finance,Major Banks,NASDAQ
OASM,Oasmia Pharmaceutical AB,Health Care,Major Pharmaceuticals,NASDAQ
OBCI,"Ocean Bio-Chem, Inc.",Consumer Durables,Specialty Chemicals,NASDAQ
OPTT,"Ocean Power Technologies, Inc.",Public Utilities,Electric Utilities: Central,NASDAQ
ORIG,Ocean Rig UDW Inc.,Energy,Oil & Gas Production,NASDAQ
OSHC,Ocean Shore Holding Co.,Finance,Savings Institutions,NASDAQ
OCFC,OceanFirst Financial Corp.,Finance,Savings Institutions,NASDAQ
OCRX,"Ocera Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
OCLR,"Oclaro, Inc.",Technology,Semiconductors,NASDAQ
OFED,Oconee Federal Financial Corp.,Finance,Savings Institutions,NASDAQ
OCUL,"Ocular Therapeutix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
OCLS,"Oculus Innovative Sciences, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
OCLSW,"Oculus Innovative Sciences, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
OMEX,"Odyssey Marine Exploration, Inc.",Consumer Services,Marine Transportation,NASDAQ
ODP,"Office Depot, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
OFS,OFS Capital Corporation,null,null,NASDAQ
OHAI,OHA Investment Corporation,null,null,NASDAQ
OVBC,Ohio Valley Banc Corp.,Finance,Major Banks,NASDAQ
OHRP,"Ohr Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ODFL,"Old Dominion Freight Line, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ
OLBK,"Old Line Bancshares, Inc.",Finance,Major Banks,NASDAQ
ONB,Old National Bancorp,Finance,Major Banks,NASDAQ
OPOF,Old Point Financial Corporation,Finance,Major Banks,NASDAQ
OSBC,"Old Second Bancorp, Inc.",Finance,Major Banks,NASDAQ
OSBCP,"Old Second Bancorp, Inc.",Finance,Major Banks,NASDAQ
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ
ZEUS,"Olympic Steel, Inc.",Basic Industries,Metal Fabrications,NASDAQ
OFLX,"Omega Flex, Inc.",Capital Goods,Industrial Specialties,NASDAQ
OMER,Omeros Corporation,Health Care,Major Pharmaceuticals,NASDAQ
OMCL,"Omnicell, Inc.",Technology,Computer Manufacturing,NASDAQ
ON,ON Semiconductor Corporation,Technology,Semiconductors,NASDAQ
OTIV,On Track Innovations Ltd,Technology,Semiconductors,NASDAQ
ONS,"Oncobiologics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ONSIW,"Oncobiologics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ONSIZ,"Oncobiologics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
OGXI,OncoGenex Pharmaceuticals Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
OMED,"OncoMed Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ONTX,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ONTXW,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ONCS,OncoSec Medical Incorporated,Health Care,Major Pharmaceuticals,NASDAQ
OHGI,"One Horizon Group, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
